Geneid gene_name HFD_1 HFD_2 HFD_3 LFD_1 LFD_2 LFD_3
ENSMUSG00000112085.2 Gm48587 0 0 0 0 0.2 0
ENSMUSG00000091277.3 Gm1818 170 152 131 79 115.5 50
ENSMUSG00000112005.2 Gm29818 0 0 0 0 0 0
ENSMUSG00000108639.2 ENSMUSG00000108639 0 0 0 0 0 0
ENSMUSG00001118661.1 Gm26454 0 0 0 0 0 0
ENSMUSG00000098099.2 Gm7456 0 0 0 0.67 0.67 1
ENSMUSG00000112651.2 Gm18623 0 0 0 0 0 0
ENSMUSG00000112763.3 Gm34304 0 0 0 0 0 0
ENSMUSG00000120451.1 ENSMUSG00000120451 0 0 0 0 0 0
ENSMUSG00000020950.11 Foxg1 0 0 0 1 0 0
ENSMUSG00000089922.3 Gm43517 0 0 0 0 0 0
ENSMUSG00000104861.2 3110039M20Rik 2 0 0 0 0 0
ENSMUSG00000112486.2 Gm48659 0 0 1 0 0 0
ENSMUSG00000100844.2 1810007C17Rik 0 0 0 0 0 0
ENSMUSG00000112079.2 Gm19599 0 0 0 0 0 0
ENSMUSG00000089025.3 Gm25015 0 0 0 0 0 0
ENSMUSG00000112605.2 Gm7476 142.98 143.15 132.2 210.83 170.98 179.58
ENSMUSG00000098219.2 Gm7481 1 0 0 0 0 0
ENSMUSG00000120526.1 ENSMUSG00000120526 0 0 0 0 0 0
ENSMUSG00000112353.2 Gm40418 0 0 0 0 0 0
ENSMUSG00000002688.9 Prkd1 537 460 970 363 627 214
ENSMUSG00000112372.2 Gm48779 0 0 0 0 0 0
ENSMUSG00000112154.2 Gm48777 0 0 0 0 0 0
ENSMUSG00000112685.2 Gm40421 0 0 0 0 0 0
ENSMUSG00000111986.2 1700008C04Rik 0 0 0 0 0 0
ENSMUSG00002076018.1 Gm54926 0 0 0 0 0 0
ENSMUSG00000112926.2 Gm7172 124.06 86.3 129.31 138.78 93.58 135.05
ENSMUSG00000046620.5 Rps11-ps4 1.33 2 0.53 0 0.25 2.87
ENSMUSG00000035293.14 G2e3 319 685 190 744 412 760
ENSMUSG00000020952.11 Scfd1 997 1141 975 1228.5 1052 1092
ENSMUSG00000111959.2 Gm18503 0 0 0 0 0 0
ENSMUSG00000020953.18 Coch 6 20 8 28 16 12
ENSMUSG00000020954.17 Strn3 1699.17 1810.17 1587.5 1762.33 2042.7 1601.03
ENSMUSG00000020955.10 Ap4s1 312.5 270.5 458 263 322 216
ENSMUSG00000089346.4 Gm22663 1 1 0 1 3 1
ENSMUSG00000035247.17 Hectd1 4238 5224 3466.5 5295 5172.5 4581
ENSMUSG00000112746.2 Gm19309 0 0 0 0 0 0
ENSMUSG00000120257.1 ENSMUSG00000120257 6 9 2 2.2 0 1
ENSMUSG00000035181.7 Heatr5a 1589.5 2004.5 881 2328.5 1726 3309.7
ENSMUSG00000020956.15 Dtd2 166 145 204 136 159 132
ENSMUSG00000112064.2 Gm47399 2 6 2 1 3 1
ENSMUSG00000035148.5 Gpr33 0 4 1 1 4 2
ENSMUSG00000112063.2 Gm32220 0 1.5 0 0 1 0
ENSMUSG00000035142.19 Nubpl 233 214 249 154 153.5 99.5
ENSMUSG00000112139.2 Gm47431 0 0 0 0 0 0
ENSMUSG00000120607.1 ENSMUSG00000120607 0 0 0 0 0 0
ENSMUSG00000111982.2 Gm35135 0 0 0 0 0 2
ENSMUSG00000112437.2 Gm35188 0 0 0 0 0 0
ENSMUSG00000035133.10 Arhgap5 3324 3229 4659 2263 3646 2081
ENSMUSG00000100315.7 1700031P21Rik 0 0 0 0 0 0
ENSMUSG00000119273.1 Gm24859 4 3 2 2.2 0.2 1.2
ENSMUSG00000119013.1 Gm23296 0.2 0.2 1 2.2 0.2 0
ENSMUSG00000112412.2 Gm35239 0 0 0 0 0 0
ENSMUSG00000061603.9 Akap6 12 33 92 33 597 95
ENSMUSG00000112251.2 Gm47488 0 0 0 0 0 0
ENSMUSG00000119139.1 n-R5s58 0 0 0 0 0 0
ENSMUSG00000021010.10 Npas3 0 0 1 1 1 7
ENSMUSG00000113179.2 1700030L22Rik 0 0 1 0 1 1
ENSMUSG00000099407.2 1700060O08Rik 0 0 0 0 0 0
ENSMUSG00000112549.2 Gm35818 0 0.4 0.2 1.1 0.7 0
ENSMUSG00000035105.6 Egln3 300 533 141 188 206 88
ENSMUSG00000112821.2 1700104L18Rik 0 0 0 0 0 0
ENSMUSG00000064605.5 Gm22220 8 2.8 0.6 4.1 4.6 1.6
ENSMUSG00002076688.1 Gm54374 0 0 0 0 0 0
ENSMUSG00000112705.2 Gm47552 0 0 0 1 0 0
ENSMUSG00000113970.2 Gm7550 0 0 0 0 0 0
ENSMUSG00000112053.2 Gm46328 1 0 0 0 0 0
ENSMUSG00000112204.2 Gm47553 2.2 2.8 2.4 3.5 2.6 5.6
ENSMUSG00000114047.2 Gm7557 0 1 0 0 0 0
ENSMUSG00000113947.2 Gm10465 0 0 0 0 1 0
ENSMUSG00000112145.2 Gm6218 51.9 50.75 55.15 87.6 66.37 95.6
ENSMUSG00000044408.8 Sptssa 739 751 616 756.5 692 625.5
ENSMUSG00000106344.3 Mir1892 72 62 48.5 60.5 44 44.5
ENSMUSG00000113096.2 Gm40884 0 0 0 0 0 1
ENSMUSG00002076888.1 Gm54375 0 0 0 0 0 0
ENSMUSG00000054302.16 Eapp 481.6 528.6 496.7 544.4 531.8 443.2
ENSMUSG00000113392.2 Gm36262 0 7 1 5 2 2
ENSMUSG00000119895.1 Gm22513 4760.48 1443.24 1023.63 2505.12 1635.38 2129.09
ENSMUSG00000072255.4 Rpl31-ps17 0 0.6 3.5 1.45 2.45 4.6
ENSMUSG00000111904.2 Gm2395 12.17 14 8.33 17 13.33 15.5
ENSMUSG00000118864.1 Gm25679 2304.31 848.79 603.24 1549.08 929.02 875.89
ENSMUSG00000118751.1 Gm26444 2207.43 831.65 608.72 1467.39 847.99 923.1
ENSMUSG00000112186.2 Gm2412 12.17 17 8.33 20 14.33 17.5
ENSMUSG00000119670.1 Gm24305 2620.84 832.34 599.34 1510.73 895.54 920.67
ENSMUSG00000119206.1 Gm22317 2589.89 829.29 601.44 1484.58 867.75 956.55
ENSMUSG00000005656.10 Snx6 1204.4 1490.6 797 2123.6 1393.4 1505.2
ENSMUSG00000062929.9 Cfl2 1400.5 1242 2302.5 1097 2726 1308.5
ENSMUSG00000113209.3 1700081N11Rik 33.5 24 34.5 18 23 24.5
ENSMUSG00000035021.14 Baz1a 942.6 1231.3 537.3 2079.6 986.8 1261.3
ENSMUSG00000098026.3 Gm27014 4 9 6 18 5 20
ENSMUSG00000092233.2 Gm20403 4 5 6.5 6.5 6 14
ENSMUSG00000088922.3 Gm24296 0 0 0 0 0 0
ENSMUSG00000062198.6 2700097O09Rik 97.33 177 107.53 138 172 78.33
ENSMUSG00000113467.2 Gm46350 1 3 1.5 2 2 1
ENSMUSG00000113137.2 Gm7511 3 10 2.5 8 6 6.5
ENSMUSG00000073079.7 Srp54a 1189.22 1232.58 1368.73 1402.17 1357.17 1254.42
ENSMUSG00000095595.3 Fam177a 452.45 399.06 508.06 467.98 396.36 376.4
ENSMUSG00000112022.3 Gm2436 47.17 45.67 49.25 47.5 54.92 30.83
ENSMUSG00000113693.2 Gm48340 6 7.67 5.33 8.5 8 3
ENSMUSG00000112449.2 Srp54b 1135.52 1202.82 1522.01 1342.4 1279.97 1206.4
ENSMUSG00000094103.3 Fam177a2 452.45 403.56 512.04 468.98 403.2 376.4
ENSMUSG00000112690.3 Gm2446 47.17 47.67 49.25 47.5 54.92 30.83
ENSMUSG00000114160.2 Gm48352 6 8.67 5.33 8.5 8 3
ENSMUSG00000079108.7 Srp54c 1124.01 1158.55 1277.43 1333.72 1257.19 1186.01
ENSMUSG00000112368.2 Gm49376 21.21 27 31.17 25.67 44.12 27.79
ENSMUSG00000021022.10 Ppp2r3c 389.83 449.83 455.5 458.16 397.33 312.5
ENSMUSG00000021023.15 Prorp 189.5 237.67 290.33 195.5 233.5 140.5
ENSMUSG00000021024.15 Psma6 1727 1714 2535 1951 1574 1181
ENSMUSG00000059033.8 Rpl18a-ps1 261.08 311.68 251.82 420.07 284.02 396.77
ENSMUSG00000121126.1 ENSMUSG00000121126 7 7 7 5 7 4
ENSMUSG00000021025.9 Nfkbia 762 867 890 2179 846 987
ENSMUSG00000112348.2 Gm36634 0 0 0 1 0 1
ENSMUSG00000063129.2 Aldoart2 2 1 2 2 0 1.5
ENSMUSG00000045440.5 Insm2 2 6 3 5 5 4
ENSMUSG00000021027.18 Ralgapa1 1665.83 2459.83 1465.17 2600.33 2286.5 1664.67
ENSMUSG00000112393.2 Gm48655 5 14 6 15 9 9
ENSMUSG00000046747.9 Gm9812 12.83 26.83 18.17 34.33 23.5 33.67
ENSMUSG00002076190.1 Gm54433 5.33 2.33 2.67 5.33 5 1.67
ENSMUSG00000012076.9 Brms1l 233.2 270.3 249.4 351.4 294 389.6
ENSMUSG00002076188.1 Gm22296 0 0 0 0 0 0
ENSMUSG00000112315.2 Gm5183 0 0 0 0 0 0
ENSMUSG00002075487.1 Gm54434 0 0 0 0 0 0
ENSMUSG00000112650.2 Gm5184 1 2 4 3 1 2
ENSMUSG00000112211.3 Gm47682 0 0 0 0 0 0
ENSMUSG00000077455.3 Gm25917 0 0 0 0 0 0
ENSMUSG00000112164.2 Gm19990 0 0 0 0 0 0
ENSMUSG00002076840.1 Gm54435 0 0 0 0 0 0
ENSMUSG00000021028.9 Mbip 112 155 100 176 178 157
ENSMUSG00000066491.5 Cox6c2 557.5 389 458.5 244 228.5 147.5
ENSMUSG00000112626.2 Gm18027 0 0 0 0 0 0
ENSMUSG00000112343.3 Sfta3-ps 0 0 0 0 0 0
ENSMUSG00000112468.2 Gm47720 0 0 0 0 0 0
ENSMUSG00000001496.16 Nkx2-1 0 0 0.2 0 0 0
ENSMUSG00000098172.8 Gm26973 0 0 0 0 0 0
ENSMUSG00000077177.3 Gm25760 0 0 0 0 0 0
ENSMUSG00000092515.9 C87198 0 0 0 0 0 0
ENSMUSG00000104155.2 Gm38103 0 0 0 0 0 0
ENSMUSG00000058669.8 Nkx2-9 0 0 0 0 0 0
ENSMUSG00000112618.2 Gm48835 0 0 0 0 0 0
ENSMUSG00000112886.2 Gm18339 0 0 0 0 0 0
ENSMUSG00000089894.3 Gm15524 0 0 0 0 0 0
ENSMUSG00000001497.19 Pax9 4 6 1 1 9 9
ENSMUSG00000035472.15 Slc25a21 4 1 6 2 3 1
ENSMUSG00000079104.5 Prps1l3 245 298.5 239 298.5 282 278
ENSMUSG00000047022.19 Mipol1 61 92.5 125.5 92.5 137.5 91
ENSMUSG00000078982.4 Gm11025 1 1 0 2 0 1
ENSMUSG00000086372.2 Gm16246 3 1 0 0 5 2
ENSMUSG00000084793.2 Gm2568 0 0 0 0 0 0
ENSMUSG00000103704.2 Gm37291 0 0 0 0 0 0
ENSMUSG00000035451.8 Foxa1 0 0 0 0 0 0
ENSMUSG00000046782.15 Ttc6 0 0 0 0 0 0
ENSMUSG00000085851.2 4921518K17Rik 0 0 0 0 0 0
ENSMUSG00000066489.3 Rpl26-ps2 0 0 0 0 0 0.33
ENSMUSG00000112911.2 BC042761 0 0 0 0 0 0
ENSMUSG00000111886.2 Gm47617 0 0.9 2.05 0.8 0 0.4
ENSMUSG00000112704.2 Gm46329 1 1 1 2 8 0
ENSMUSG00000035431.5 Sstr1 0 1 0 0 0 1
ENSMUSG00000045930.4 Clec14a 193 883 144 771 260 423
ENSMUSG00000120215.1 ENSMUSG00000120215 0 0 0 0 0 0
ENSMUSG00000112487.2 Gm18873 0 0 0 0 0 0
ENSMUSG00000112785.2 Gm47645 0 0 0 0 0 0
ENSMUSG00000112531.2 Gm2649 0 0 0 0 0 0
ENSMUSG00000112649.2 Gm47647 0 0 0 1 0 0
ENSMUSG00000097443.3 Gm17529 59 76 40 72 85 123
ENSMUSG00000020986.14 Sec23a 1324 1379 1099 1495 1457 2628
ENSMUSG00000060121.16 Gemin2 76.2 105.03 99 106.4 101.7 96.25
ENSMUSG00000065232.3 Gm22973 246 24 22 137 40 85
ENSMUSG00000020993.10 Trappc6b 647.5 615.5 929.5 608 799.5 508.5
ENSMUSG00000020994.6 Pnn 507 805 386 1062 814.5 826.2
ENSMUSG00000066487.4 Gm5786 560.96 496.83 561.53 656.79 496.18 871.07
ENSMUSG00000060566.5 Rpl21-ps3 19.8 18.2 19.8 24 24.6 33
ENSMUSG00000021000.18 Mia2 1237.2 1481.6 1875 1556 1855.7 1127.2
ENSMUSG00000077505.3 Gm24233 8.5 2 2 7 6 2
ENSMUSG00000035329.8 Fbxo33 501 558.5 431 710 429 453
ENSMUSG00002075460.1 Gm54529 0 0 0 0 0 0
ENSMUSG00000112385.2 Gm48258 0 0 0 0 0 0
ENSMUSG00000098229.2 Gm7719 0 0 0 0 0 0
ENSMUSG00000112583.2 Gm4930 0 0 0 0 0 0
ENSMUSG00000112867.2 Gm48263 0 0 0 0 0 0
ENSMUSG00000112671.2 Gm18242 0 0 0 0 0 0
ENSMUSG00000111978.2 Gm48268 0 0 0 0 1 0
ENSMUSG00000112851.2 Gm7727 0 0 0 0 0 0
ENSMUSG00000077586.3 Gm24377 0 0 0 0 0 0
ENSMUSG00000077603.3 Gm22673 0 0 0 0 0 0
ENSMUSG00000112355.2 Gm48285 0 0 0 0 0 0
ENSMUSG00000112050.2 Gm29809 0 0 0 0 0 0
ENSMUSG00000112455.2 Gm48289 0 0 0 0 0 0
ENSMUSG00000112092.2 Gm32936 0 0 0 0 0 0
ENSMUSG00000112687.2 Gm18871 0 0 0 0 0 0
ENSMUSG00000112840.2 Gm20049 0 0 0 0 0 0
ENSMUSG00000113549.2 Gm7739 0 0 0 0 0 0
ENSMUSG00000113678.2 Gm6068 0 0 0 0 0 0
ENSMUSG00000119332.1 Gm23059 0 0 0 0 0 0
ENSMUSG00000102199.2 Gm38172 0 0 0 0 0 0
ENSMUSG00000114112.2 Gm48301 0 0 0 0.2 0 0
ENSMUSG00000113518.2 Gm48304 0 0 0 0 0 0
ENSMUSG00000114039.2 Gm48305 0 0 0 0 0 0
ENSMUSG00000098029.3 Gm7745 0 0 0 0 0 0
ENSMUSG00000100476.2 Nanog-ps2 0 0 0 0 0 0
ENSMUSG00000113429.3 Gm20063 0 0 0 0 0 0
ENSMUSG00000035653.17 Lrfn5 0 0 0 0 0 0
ENSMUSG00000113456.2 Gm30738 0 0 1 1 0 0
ENSMUSG00000113588.2 Gm48328 0 0 0 0 0 0
ENSMUSG00002076648.1 Gm54530 0 0 0 0 0 0
ENSMUSG00000113043.2 Gm7753 0 0 0 0 0 0
ENSMUSG00000088468.4 Gm24750 0 0 0 0 0 0
ENSMUSG00000113725.2 Gm48358 0.2 0.6 0 1.03 1.2 0.85
ENSMUSG00000113144.2 Gm2754 0 0 0 0 0 0
ENSMUSG00000113171.2 Gm48359 0 0 0 0 0 0
ENSMUSG00000113111.2 Gm7754 0 0 0 0 0 0
ENSMUSG00000113395.2 Gm48365 0.8 2.6 0.6 1.2 2.2 2
ENSMUSG00000113071.2 Gm6353 0 0 0 0.5 0.5 0
ENSMUSG00000113523.2 Gm48366 0 0.7 0 1.2 0.6 0
ENSMUSG00000113153.2 Gm48367 0 0 0 0 0 0
ENSMUSG00000113890.2 Gm48368 1.8 2.6 1.25 3.4 2.6 1.8
ENSMUSG00002075894.1 Gm54531 0 0 0 0 0 0
ENSMUSG00000091396.3 Spanxn4 0 0 0 0 0 0
ENSMUSG00000114044.2 Gm19134 0 0 0 0 0 0
ENSMUSG00000114078.2 Tspyl-ps 0 0 0 0 0 0
ENSMUSG00000113590.2 Gm48378 0 0 0 0 0 0
ENSMUSG00000098200.2 Gm7763 0 0 0 0 0 0
ENSMUSG00000058933.6 Gm5185 0 0.33 0.33 0 0 0
ENSMUSG00000113393.2 Gm48415 0.2 1 0.6 0.6 1.4 0.2
ENSMUSG00000114123.2 Gm48416 0.6 1 0.4 1.8 2.8 1
ENSMUSG00000112972.2 Gm48417 1.6 4.6 1.4 3 8 1.93
ENSMUSG00000118736.2 Gm24921 0 0 0 0 0 0
ENSMUSG00000113684.2 Gm48418 0.33 0.9 0.2 0.7 1.2 0.8
ENSMUSG00000113602.2 Gm5653 0 0 0 0 0 0
ENSMUSG00000113208.2 Gm48421 0 0 0 0 0 0
ENSMUSG00000113152.2 Gm48422 3.8 8.05 2 8.73 7.45 8.2
ENSMUSG00000043060.9 Fscb 0 0 0 0 0 0
ENSMUSG00000077703.3 Gm24066 0 0 0 0 0 0
ENSMUSG00000091905.4 Dnajb6-ps 81.47 96.57 83 103.65 99 78.37
ENSMUSG00000114029.2 Gm4806 0 0 0 0 0 0
ENSMUSG00000113075.2 Rpl7a-ps1 0 0 0 0 0 0
ENSMUSG00000047227.6 Gm527 26 24 23 28 38 27
ENSMUSG00000020948.10 Klhl28 481 607 263 735 607 547
ENSMUSG00000035614.12 Togaram1 647.5 910.5 593 1049.5 908 887
ENSMUSG00000113298.2 Gm48559 22.5 20.5 18 32.5 29 32
ENSMUSG00000035597.20 Prpf39 792.5 1296.5 541 1476.33 1464.5 1036
ENSMUSG00000087790.3 Gm25970 1.5 1 0 4 1 0
ENSMUSG00000020949.10 Fkbp3 510 571.5 500.5 622.33 767.5 519
ENSMUSG00000114157.2 Gm47870 14 16 12.5 18 10.5 15.5
ENSMUSG00000055884.9 Fancm 238.5 249.5 246.5 320.33 286.5 376
ENSMUSG00000112992.2 Gm47869 1.5 0.5 0.5 1 1 0.5
ENSMUSG00000047534.18 Mis18bp1 149 188 14 269 87 331
ENSMUSG00000113228.2 4930471E15Rik 0 0 0 0 0 0
ENSMUSG00000113233.2 Gm31063 0 0 0 0 0 0
ENSMUSG00000035560.6 Wdr20rt 17.5 17.5 14 24 17.5 13
ENSMUSG00000113442.2 Gm47973 0 0 0.5 0 0 0
ENSMUSG00000077590.3 Gm26015 0 0 0 0 0 0
ENSMUSG00000088441.3 Gm25599 0 0 0 0 0 0
ENSMUSG00000119612.1 Gm23948 0 0 0 0 0 0
ENSMUSG00000119901.1 Gm22782 0 0 0 0 0 0
ENSMUSG00000113785.2 Gm47975 0 0 0 0 0 0
ENSMUSG00000113531.2 Gm2915 0 0 0 0 0 0
ENSMUSG00000060499.8 Rpl10l 0 0 0 0 0 0
ENSMUSG00000114093.2 Gm47979 0 0 0 0 0 0
ENSMUSG00000113288.2 Gm47982 0 1 0 0 1 1
ENSMUSG00000034912.19 Mdga2 1 24.97 3 16.1 3.25 4.2
ENSMUSG00000113291.2 Gm19001 0 0.1 0 0.1 0 0
ENSMUSG00000113808.2 Gm47988 0 0 0 0 0 0
ENSMUSG00000088019.3 Gm23826 0 0 0 0 0 0
ENSMUSG00000113501.2 Gm18940 0 0 0 0 0 0
ENSMUSG00000114180.2 Gm47989 0 0 0 1 0 0
ENSMUSG00000113698.2 Gm47987 0 3 0 0 0 0
ENSMUSG00000113364.2 Gm48059 0 0 0 0 0 0
ENSMUSG00000113777.2 Gm48060 0 0 0 0 0 0
ENSMUSG00000118897.1 n-R5s60 0 0 0 0 0 0
ENSMUSG00000113948.2 Rpl17-ps3 477.23 439.58 389.36 592.64 439.33 576.41
ENSMUSG00000084448.3 Gm26256 0 0 0 0 0 0
ENSMUSG00000114010.2 Gm47432 0 0 0 0 0 0
ENSMUSG00000113657.2 Gm17821 0 0 0 0 0 0
ENSMUSG00000114128.2 Gm47452 0 0 0 0 0 0
ENSMUSG00000113182.2 Gm20102 0 0 0 0 0 0
ENSMUSG00000113526.2 Gm47453 0 0 0 0 0 0
ENSMUSG00000113674.2 Hspe1-ps1 0 0 0 0 0 0
ENSMUSG00000113655.2 Gm47454 0 0 0 0 0 0
ENSMUSG00000113867.2 Gm47456 0 0 0 0 0 0
ENSMUSG00000113161.2 Gm47457 4.9 5.8 3.1 8.2 11 3.7
ENSMUSG00000113561.2 Gm19176 0 0 0 0 0 0
ENSMUSG00000113433.2 Gm47489 0 0 0 0 0 0
ENSMUSG00000113166.2 Gm19047 0 0 0 0 0 0
ENSMUSG00000113503.2 Gm47490 0 0 0 0 0 0
ENSMUSG00002076363.1 Gm54585 0 0 0 0 0 0
ENSMUSG00000112933.2 Gm47491 0 0 0 0 0 0
ENSMUSG00000113320.2 Gm47515 0 0 0 0 0 0
ENSMUSG00000113098.2 Gm2912 0 0 0 0.2 1 0
ENSMUSG00000113716.2 Gm47518 0 0.33 0 0 0 0
ENSMUSG00000113600.2 Gm7868 38 27 37.5 34 26 34.5
ENSMUSG00000113158.2 Gm31447 0 0 0.25 0 0 0
ENSMUSG00000083191.2 Gm15571 0 0 0 1 0 0
ENSMUSG00000089071.3 Gm24499 0 0 0 0 0 0
ENSMUSG00000034892.9 Rps29 4080.5 3929.83 3633.53 4967.37 3935.33 4299.58
ENSMUSG00000118866.1 Rn7s1 186673.34 74838.33 133463.94 149487.97 63203.75 61256.84
ENSMUSG00002076451.1 Gm54587 155555.33 62826.08 111753.25 125026.72 52327.87 48098.35
ENSMUSG00002075000.1 Gm54588 93888.75 37411.51 67876.41 76341.14 30754.68 33771.99
ENSMUSG00000034883.10 Lrr1 11 10 0 36 3 25
ENSMUSG00000049751.7 Rpl36al 583.75 595 634 771 543.08 602.5
ENSMUSG00000113149.2 Gm49383 445.75 472 464 571.5 377.42 478.17
ENSMUSG00000043998.11 Mgat2 935 1047 625 1478 846.5 1557.5
ENSMUSG00000020973.8 Dnaaf2 61 69.25 35 87.5 63.83 101.67
ENSMUSG00000113786.2 Gm49384 24.5 33.25 11.5 50 22.83 45.67
ENSMUSG00000097061.3 9330151L19Rik 40.5 90 32.5 85.5 103.5 69
ENSMUSG00000020974.7 Pole2 76.5 82 12.5 154.5 64 132.5
ENSMUSG00000113190.2 Gm47545 0 1 1 2 0 2
ENSMUSG00000051890.14 Klhdc1 58.5 63 135 68.5 186.5 53
ENSMUSG00000085539.2 Gm15561 2.5 1 4 1.5 9.5 2
ENSMUSG00000020978.11 Klhdc2 740 811 806.5 700.5 833 845
ENSMUSG00000020982.10 Nemf 790.08 1091.92 768.83 1297.25 1204.17 943.25
ENSMUSG00002075676.1 Gm54610 93393.01 37292.34 67746.66 75972.26 30687.18 33698.57
ENSMUSG00000118841.1 Rn7s2 186152.21 74738.98 133628.77 148872.1 63279.15 61331.01
ENSMUSG00002075983.1 Gm54611 155047.2 62704.48 111866.92 124328.02 52370.44 48157.52
ENSMUSG00000113318.2 Gm18113 7 3 2 3.33 4.33 2
ENSMUSG00000052673.3 Gm9887 44 40.5 28.5 66 33 97
ENSMUSG00000044147.9 Arf6 1173 1354.83 694.83 2101.5 951 1897
ENSMUSG00000120144.1 ENSMUSG00000120144 783.5 1020.5 479 1426 734.5 908.5
ENSMUSG00000113035.3 5830428M24Rik 4 9 2 12 6 10
ENSMUSG00000120598.1 ENSMUSG00000120598 0 1 0 1 1 0
ENSMUSG00002075915.1 Gm54613 0 0 0 0 0 0
ENSMUSG00000049882.11 Vcpkmt 81 84 55 112 74 84
ENSMUSG00000034801.14 Sos2 973 1051 1027 965 1062.2 695.2
ENSMUSG00000065919.3 Gm24449 0 0 0 1 2 0
ENSMUSG00000020988.10 L2hgdh 334.5 363 421.5 221.5 323 138
ENSMUSG00000054894.7 Dmac2l 137 126 153 117 143 55
ENSMUSG00000020990.6 Cdkl1 9 14.5 3 19 8 7
ENSMUSG00000076065.3 Mir681 0 0 0 0 0 0
ENSMUSG00000020992.6 4930512B01Rik 28.5 38 20 46 39.5 44.5
ENSMUSG00000034761.16 Map4k5 572 813 537.5 1029 840 1032
ENSMUSG00000113497.2 Gm18030 4 14 5 20 22 13
ENSMUSG00000021066.10 Atl1 288 353.25 375.08 435.25 443 377
ENSMUSG00000078370.2 Gm6316 153.13 139.2 246.9 115.4 119.35 81.75
ENSMUSG00002075260.1 Gm54658 13.25 10 6 6.5 3.5 4.5
ENSMUSG00000079076.3 Gm3086 11 14 8.33 27 19.5 13
ENSMUSG00000021067.9 Sav1 788.5 1021.75 1125.58 1157.25 1195 1030.5
ENSMUSG00000113898.2 Gm19144 13 39 19 61.5 48 40
ENSMUSG00000113491.2 Gm19221 54.5 104 53.5 120.5 118.5 81.5
ENSMUSG00002075853.1 Gm23579 0 0 0 0 0 0
ENSMUSG00000021068.18 Nin 1183.5 1475.5 730 2220.5 1753 2342.5
ENSMUSG00000114099.2 Gm48695 0.5 1.5 0 1 2 1.5
ENSMUSG00000120581.1 ENSMUSG00000120581 0 0 0 0 0 0
ENSMUSG00000090121.11 Abhd12b 0 1 1 1 2.5 0
ENSMUSG00000021069.18 Pygl 7082 6193 16645 1809 4274 2131
ENSMUSG00000085298.3 F730035M05Rik 0 3 6.2 3 4 1
ENSMUSG00000021071.18 Trim9 1 2 2 0 2 1.5
ENSMUSG00000113694.2 Gm48747 0 1 1 0 0 0.5
ENSMUSG00000112945.2 Gm32151 0 0 0 0 0 0
ENSMUSG00000021072.13 Tmx1 849 1106 721 1558 828 899
ENSMUSG00000113944.2 Gm48847 0 0 0 0 0 0
ENSMUSG00000113302.2 Gm32219 15 48 25 31 81 68
ENSMUSG00000114005.3 Gm24474 0.2 2 2.5 0 2.7 2.2
ENSMUSG00000088068.3 Gm47290 0 0 0 0 0 0
ENSMUSG00000114159.2 Gm48866 1 0 0 0 1 0
ENSMUSG00000112950.2 Gm32369 1 0 1 1 1 4
ENSMUSG00000113900.2 Gm40437 0.2 0 0 1.2 1.2 0
ENSMUSG00000048285.10 Frmd6 659 816.5 672.5 1028 1519 2291
ENSMUSG00000113584.2 Gm46355 1 4 0 2 3 8
ENSMUSG00000113707.2 Gm10457 0 1 0 1 1 6
ENSMUSG00002076733.1 Gm54766 0 0 0 0 0 0
ENSMUSG00000021076.7 Actr10 841 994.85 1059.2 1040.6 866.2 890.6
ENSMUSG00000120568.1 ENSMUSG00000120568 10 2 6 10 7.5 15
ENSMUSG00000060073.10 Psma3 1835 1818 2487.5 2178 1760 1383.5
ENSMUSG00000085622.10 3110056K07Rik 112 171 60 205.4 135 92
ENSMUSG00000048118.18 Arid4a 667 819 429 1020 818 752
ENSMUSG00000021078.6 Tomm20l 7.5 14.5 10 7.5 6 3.5
ENSMUSG00000021079.17 Timm9 441.5 471.5 431 358.5 300 193.5
ENSMUSG00000034601.18 2700049A03Rik 181 297 138 335 291 296
ENSMUSG00000113878.2 Gm19045 5 12 1 2 8 7
ENSMUSG00000113572.2 Gm7959 0 0 0 4 0 1
ENSMUSG00000044548.12 Dact1 337 202.5 245.5 58.5 741.5 744.5
ENSMUSG00000087109.2 4930474H06Rik 53 53.5 53.5 13.5 154.5 182.5
ENSMUSG00000113278.2 Gm33016 1 0 0 0 0 0
ENSMUSG00000113441.3 Gm40438 0 0 1 0 1 0
ENSMUSG00000100668.2 1700083H02Rik 0 0 0 0 0 0
ENSMUSG00000113630.2 4930404H11Rik 11 3 6 0 21 1
ENSMUSG00000114028.2 9630002D21Rik 3 2 1 2 2 3
ENSMUSG00002076454.1 Gm54795 0 0 0 0 0 0
ENSMUSG00000114063.2 Gm47555 0 0 0 0 0 0
ENSMUSG00000113422.2 Gm47556 0 0 0 0 0 0
ENSMUSG00000034574.11 Daam1 739 792 547 908 877 1141
ENSMUSG00000098224.2 Gm7985 41.73 57.4 68.9 46.6 45.25 32.8
ENSMUSG00000114155.2 Gm7986 11 13.5 8.85 14.03 11.63 14.55
ENSMUSG00000043398.6 Gpr135 63 72 49 45 81 88
ENSMUSG00000019718.9 L3hypdh 570 510 604 253 536 264
ENSMUSG00000005078.17 Jkamp 309.5 340 541.5 307.5 444.5 376.5
ENSMUSG00000021086.6 Ccdc175 26.5 29 38.5 21.5 30.5 23.5
ENSMUSG00000113976.2 Gm18243 0 0 0 0 0 0
