Geneid	gene_name	WT_1	WT_2	WT_3	WT_4	DBDB_1	DBDB_2	DBDB_3	DBDB_4
ENSMUSG00000112771.2	Gm47718	0	0	0	0	0	0	0	0
ENSMUSG00000112599.2	Gm47719	0	0	0	0	0	0	0	0
ENSMUSG00000110353.2	Gm33543	0	0	0	0	0	0	0	0
ENSMUSG00000111992.2	Gm47724	0	0	0	0	0	0	0	0
ENSMUSG00000112400.3	Gm47725	0	0	0	0	0	0	0	0
ENSMUSG00000077268.3	Gm24433	0	0	0	0	0	0	0	0
ENSMUSG00000036499.10	Eea1	97	91	86	95	126	63	70	93
ENSMUSG00000117008.2	Gm49817	0	0	1	0	3	0	0	0
ENSMUSG00000112316.2	Gm48425	0	0	0	0	0	0	0	0
ENSMUSG00000096486.2	Gm5426	0	1	0	1	2	0	0	0
ENSMUSG00002076793.1	Gm55227	0	0	0	0	0	0	0	0
ENSMUSG00000112762.2	4930459C07Rik	0	0	0	0	2	0	0	0
ENSMUSG00000112234.2	Gm48427	1	0	0	0	0	0	0	0
ENSMUSG00000112290.2	Gm33782	0	0	0	0	0	0	0	0
ENSMUSG00000112749.2	Gm48428	0	0	0	0	0	0	0	0
ENSMUSG00000120516.1	ENSMUSG00000120516	0	0	0	0	0	0	0	0
ENSMUSG00000094249.3	Gm20091	2.33	6.67	7	4	11.33	10	8	12
ENSMUSG00000097939.2	Gm8601	0	0	0	0	0	0	0	0
ENSMUSG00000112264.2	Gm48505	0	0	0	0	0	0	0	0
ENSMUSG00000112354.3	Gm33843	0	0	0	0	0	0.20	0	0
ENSMUSG00000036478.9	Btg1	119.33	63.67	41.33	39.17	41.50	92.83	60.83	71.17
ENSMUSG00000112362.2	Gm48507	0	0	0	0	0	0	0	0
ENSMUSG00000112588.2	Gm6859	0	0	0	0	0	0	0	0
ENSMUSG00000112293.2	Gm48509	0	0	0	0	0	0	0	0
ENSMUSG00000111912.2	Gm48521	0	0	0	0	0	0	0	0
ENSMUSG00002076541.1	Gm55229	0	0	0	0	0	0	0	0
ENSMUSG00000112488.2	Gm33981	0	0	0	0	0	0	0	0
ENSMUSG00000111924.2	4930556N09Rik	0	0	0	0	0	0	0	0
ENSMUSG00000112631.2	Gm48555	0	0	0	0	0	0	0	0
ENSMUSG00000112892.2	Gm8613	0	0	0	0	0	0	0	0
ENSMUSG00000111981.2	Gm18515	0	0	0	0	0	0	0	0
ENSMUSG00000105557.3	Mir3966	0	0	0	0	0	0	0	0
ENSMUSG00000019929.17	Dcn	574.50	544	827.50	552	2179.75	1431.50	900	958.25
ENSMUSG00000036446.6	Lum	25.50	20	42.50	16	100.25	60.50	21	60.75
ENSMUSG00000112484.2	4930473O22Rik	0	0	0	0	0	0	0	0
ENSMUSG00000019932.9	Kera	0	0	0	0	0	0	0	0
ENSMUSG00000019936.11	Epyc	0	0	0	0	0	0	0	0
ENSMUSG00000074776.5	Gm10754	0	0	0	0	0	0	0	0
ENSMUSG00000047025.6	Ccer1	0	0	0	0	0	0	0	0
ENSMUSG00000112497.2	4930525C09Rik	0	0	0	0	0	0	0	0
ENSMUSG00000079183.3	C030005K15Rik	0	0	0	0	0	0	0	0
ENSMUSG00000089097.3	Gm25658	0	0	0	0	0	0	0	0
ENSMUSG00000112896.2	Gm8633	0	0	0	0	0	0	0	0
ENSMUSG00000112457.2	Gm48687	0	0	0	0	0	0	0	0
ENSMUSG00000102310.2	Gm37631	0	0	0	0	0	0	0	0
ENSMUSG00000112874.2	Gm34297	0	0	0	0	0	0	0	0
ENSMUSG00000112647.2	Gm5427	0	0	0	0	0	0	0	0
ENSMUSG00000019943.11	Atp2b1	128	104	111	95	231.50	143	104	86
ENSMUSG00000112660.2	Gm48761	0	0	0	0	0	0	0	0
ENSMUSG00000112346.2	Gm48768	15	9	12	15	16	18	6.00	19
ENSMUSG00000019952.16	Poc1b	8	19	35	25	28	30	22	14
ENSMUSG00000090035.4	Galnt4	6	8	17	4	23	18	5	12
ENSMUSG00000055108.7	Phxr2	0	0	0	0	0	0	0	0
ENSMUSG00000089994.2	Gm16239	0	0	0	0	0	0	0	0
ENSMUSG00000112805.2	Gm34574	0	0	0	0	0	0	0	0
ENSMUSG00000112902.2	Gm48884	0	0	0	0	0	0	0	0
ENSMUSG00000111923.3	Gm34777	0	0	0	0	0	0	0	0
ENSMUSG00000120093.1	ENSMUSG00000120093	0	0	0	0	0	0	0	0
ENSMUSG00000120503.1	ENSMUSG00000120503	0	0	0.50	0	0	0	0	2
ENSMUSG00000120240.1	ENSMUSG00000120240	0	0	0.50	0	0	0	0	1
ENSMUSG00000019960.9	Dusp6	30	63	143	108	66	74	25	36
ENSMUSG00000112384.2	Gm34921	0	0	0	1	0	0	0	0
ENSMUSG00000112544.2	Gm48089	0	0	0	0	0	0	0	0
ENSMUSG00000044633.5	B530045E10Rik	0	0	0	0	0	0	0	0
ENSMUSG00000090665.3	Gad1-ps	0	0	0	0	0	0	0	0
ENSMUSG00000112082.3	Gm35035	0	0	1	0	1	2	0	0
ENSMUSG00000112265.2	Gm34983	0	0	0	0	0	0	0	0
ENSMUSG00000120511.1	ENSMUSG00000120511	0	0	0	5	1	5	2	0
ENSMUSG00000120467.1	ENSMUSG00000120467	0	1	0	0	0	0	0	0
ENSMUSG00000112180.2	Gm48085	0	0	0	0	0	0	0	0
ENSMUSG00000111962.2	Gm20110	0	0	0	0	0	0	0	0
ENSMUSG00000112503.2	Gm18409	0	0	0	0	0	0	1	0
ENSMUSG00000112810.2	Gm35101	0	0	0	0	0	0	0	0
ENSMUSG00000113032.2	Gm47578	2.40	2	0	0	7.40	3	0	0.20
ENSMUSG00000046934.6	Csl	0	0	0	0.50	0	0	0	0
ENSMUSG00000112304.2	Gm35206	0.40	0.20	0.20	0	1.00	1.25	0.60	0.60
ENSMUSG00000112463.2	Gm47579	0	0	0	0	0	0	0	0
ENSMUSG00000120427.1	ENSMUSG00000120427	0	0	0	0	0	0	0	0
ENSMUSG00000112299.2	Gm17870	0	0	0	0	0	0	0	0
ENSMUSG00000019966.19	Kitl	29	21	23	14	26	27	13	25
ENSMUSG00000112831.2	Gm35533	0	0	0	0	0	0	0	0
ENSMUSG00002075807.1	Gm55382	0	0	0	0	0	0	0	0
ENSMUSG00002076343.1	Gm55383	0	0	0	0	0	0	0	0
ENSMUSG00000112633.2	Gm47627	0	0	0	0	0	0	0	0
ENSMUSG00000112245.3	Gm8689	0	0	0	0	0	0	0	0
ENSMUSG00000112069.3	Gm9476	0	0	0	0	0	0	0	0
ENSMUSG00000112522.2	Gm47632	0	0	0	0	0	0	0	0.20
ENSMUSG00000112122.2	Gm47628	0.20	0.40	0	0.60	0.60	0.20	0	0
ENSMUSG00000112178.2	Gm47630	0	0	0	0	0	0	0	0
ENSMUSG00000112737.3	Gm4898	0	0	0	0	0	0	0	0
ENSMUSG00000112408.3	Gm8701	0	0	0	0	0	0	0	0
ENSMUSG00000094314.6	Gm4301	0	0	0	0	0	0	0	0
ENSMUSG00000091101.3	Gm4302	0	0	0	0	0	0	0	0
ENSMUSG00000112931.2	Gm4303	0	0	0	0	0	0	0	0
ENSMUSG00000112856.2	Gm4305	0	0	0	0	0	0	0	0
ENSMUSG00000091552.3	Gm8711	0	0	0	0	0	0	0	0
ENSMUSG00000096744.2	Gm4307	0	0	0	0	0	0	0	0
ENSMUSG00000095673.3	Gm4308	0	0	0	0	0	0	0	0
ENSMUSG00000112480.2	Gm4310	0	0	0	0	0	0	0	0
ENSMUSG00000112485.2	Gm47631	0	0	0	0	0	0	0	0
ENSMUSG00000112777.2	Gm8723	0	0	0	0	0	0	0	0
ENSMUSG00000096640.5	Gm4312	0	0	0	0	0	0	0	0
ENSMUSG00000112453.2	Gm4781	0	0	0	0	0	0	0	0
ENSMUSG00000112580.2	Gm47673	0	0	0	0	0	0	0	0
ENSMUSG00000036676.15	Tmtc3	4.50	9.50	9	7	8.50	10.50	2.50	6
ENSMUSG00000019971.11	Cep290	8	7	26	20	27.50	15	11	13.50
ENSMUSG00000046567.11	4930430F08Rik	14	12	13	8	23.50	13.50	15	17
ENSMUSG00000112000.2	Gm47956	2	0	0	1	1	0.50	2	0.50
ENSMUSG00000056912.13	1700017N19Rik	0	0	0	0	0	0	0	0
ENSMUSG00000112328.2	Gm47325	0	0	0	0	0	0	0	0
ENSMUSG00000112104.2	Gm35722	0	0	0	0	0	0	0	0
ENSMUSG00000111906.2	Gm19233	0	0	0	0	0	0	0	0
ENSMUSG00000087723.3	Gm26278	0	0	0	0	0	0	0	0
ENSMUSG00000019888.17	Mgat4c	0	0	0	0	0	0	0	0
ENSMUSG00000111931.2	Gm47032	0	0	0	0	0	0	0	0
ENSMUSG00000092952.3	Mir3059	0	0	0	0	0	0	0	0
ENSMUSG00000112342.2	Gm47031	0	0	0	0	0	0	0	0
ENSMUSG00000111990.2	Gm47033	0	0	0	0	0	0	0	0
ENSMUSG00000112012.2	Gm47025	0	0.20	0.20	0.20	0	0.20	0	0
ENSMUSG00000112073.2	Gm47101	1.45	0.40	1.80	1.60	0.20	0.60	0.40	0.80
ENSMUSG00000098139.2	Gm26988	0	0	0	0	0	0	0	0
ENSMUSG00000019890.5	Nts	1	1	3	2	4	0	0	0
ENSMUSG00000044921.6	Rassf9	1	0	2	7	1	5	3	4
ENSMUSG00000112221.2	Gm47142	0	0	0	0	0	0	0	0
ENSMUSG00000112845.2	Gm47143	0	0	0	0	0	0	0	0
ENSMUSG00000112046.2	Gm5175	0	0	0	0	0	0	0	0
ENSMUSG00000036602.15	Alx1	0	0	0	0	0	0	0	0
ENSMUSG00000090638.2	Gm17028	0	0	0	0	0	0	0	0
ENSMUSG00000019892.14	Lrriq1	0	0	0	0	0	0	0	0
ENSMUSG00000077528.3	Gm25376	0	0	0	0	0	0	0	0
ENSMUSG00000112622.2	Gm47164	0.20	0.20	0	0	0	0	0	0.20
ENSMUSG00000019894.15	Slc6a15	0	0	0	0	0	0	0	0
ENSMUSG00000112923.2	Gm8768	0	0	0	0	0	0	0	0
ENSMUSG00000112636.2	Gm47223	0	0	0	0	0	0	0	0
ENSMUSG00000112319.2	Gm47221	0	0	0	0	0	0	0	0
ENSMUSG00000112644.2	Gm47220	0	0	0	0	0	0	0	0
ENSMUSG00000112839.2	Gm47222	0	0	0	0	0	0	0	0
ENSMUSG00000098173.2	Gm26923	0	0	0	0	0	0	0	0
ENSMUSG00000112554.2	Gm47224	0	0	0	0	0	0	0	0
ENSMUSG00000112570.2	Gm47225	0	0	0	0	0	0	0	0
ENSMUSG00000064630.4	Gm25143	0	0	0	0	0	0	0	0
ENSMUSG00000112281.2	Gm47226	0	0	0	0	0	0	0	0
ENSMUSG00000112403.2	Gm47227	0	0	0	0	0	0	0	0
ENSMUSG00000112382.2	Gm47228	0	0	0	0	0	0	0	0
ENSMUSG00000091779.10	Gm21293	0	0	0	0	0	0	0	0
ENSMUSG00000097427.6	Gm6763	0	0	0	0	0	0.20	0	0
ENSMUSG00000097878.6	Gm8764	0	0	0	0	0	0	0	0
ENSMUSG00000097550.8	Gm21304	0	0	0	0	0	0	0	0
ENSMUSG00000094144.10	Gm21312	0	0.20	0.20	0	0	0.20	0	0
ENSMUSG00000095022.10	Gm20765	0	0	0	0	0	0	0	0
ENSMUSG00000090854.11	Gm4340	0	0	0.20	0	0	0	0	0
ENSMUSG00000088343.3	Gm22339	0	0	0	0	0	0	0	0
ENSMUSG00000099264.3	Mir6411	0	0	0	0	0	0	0	0
ENSMUSG00000089182.3	Gm22945	0	0	0	0	0	0	0	0
ENSMUSG00000089019.3	Gm25522	0	0	0	0	0	0	0	0
ENSMUSG00000112044.2	Gm48184	0	0	0	0	0	0	0	0
ENSMUSG00000064432.3	Gm25587	0	0	0	0	0	0	0	0
ENSMUSG00000077407.3	Gm25422	0	0	0	0	0	0	0	0
ENSMUSG00000103775.2	Gm36997	0	0	0	0	0	0	0	0
ENSMUSG00000036019.9	Tmtc2	0	1	0	1	5	1	2	1
ENSMUSG00000112193.2	Gm48206	0	0	0	0	0	0	0	0
ENSMUSG00000112176.2	Gm48205	0	0	0	0	0	0	0	0
ENSMUSG00000112512.2	Gm48203	0	0	0	0	0	0	0	0
ENSMUSG00000084399.3	Gm15666	0	0	1	2	0	0	1	0
ENSMUSG00000112900.2	Gm48204	0	0	0	0	0	0	0	0
ENSMUSG00000089904.2	Gm15664	0	0	0	0	0	0	0	0
ENSMUSG00000112571.2	Gm48207	0	0	0	1	0	0	0	0
ENSMUSG00000085282.10	Gm15663	0	0	0	0	0	0	0	0
ENSMUSG00000036009.17	Mettl25	1	7	9	0	1	1	1	2
ENSMUSG00002075809.1	Gm55473	0	0	0	0	0	0	0	0
ENSMUSG00000112820.2	Gm48298	0	0	0	0	0	0	1	0
ENSMUSG00000019897.9	Ccdc59	79	74	75	71	113	102	64	108
ENSMUSG00002076481.1	Gm55474	0	0	0	0	0	0	0	0
ENSMUSG00000088084.3	Gm25342	0	0	0	0	0	0	0	0
ENSMUSG00000111914.2	Gm8796	0	0	0	0	0	0	0	0
ENSMUSG00000112034.2	Gm48363	0	0	0	0	0	0	0	0
ENSMUSG00000112668.2	Gm48376	0	0	0	0	0	0	0	0
ENSMUSG00000112523.2	Gm48377	0.40	0	0	0.20	0.80	0.40	0.40	0.40
ENSMUSG00000056877.3	Rps15a-ps1	0	0	0	0	0	0	0	0
ENSMUSG00000112520.2	Gm48379	0	0	0	0	0	0	0	0
ENSMUSG00000112066.2	Gm48380	0	0	0	0	0	0	0	0
ENSMUSG00000053825.16	Ppfia2	23.50	29	43	31	17	37	18.50	23.50
ENSMUSG00000108029.2	Or8o1-ps1	0	0	0	0	0	0	0	0
ENSMUSG00000112201.2	4930532I03Rik	0	0	0	0	0	0	0	0
ENSMUSG00000035948.14	Acss3	62.50	51	67	41	38	68	27.50	33.50
ENSMUSG00000112443.2	Gm19007	0	0	0	0	0	0	0	0
ENSMUSG00000112849.2	Gm18040	0	0	0	0	0	0	0	0
ENSMUSG00000112863.2	Gm19181	0	0	0	0	0	2	0	0
ENSMUSG00000088465.3	Gm24745	0	0	0	0	0	0	0	0
ENSMUSG00000112466.2	Gm29674	0	1	0	0	0	0	0	0
ENSMUSG00000019906.16	Lin7a	1	1	4	0	2	2	0	2
ENSMUSG00000102934.2	Gm38117	0	0	2	0	0	0	0	0
ENSMUSG00002075236.1	Gm55503	0	0	0	0	0	0	0	0
ENSMUSG00000000435.2	Myf5	0	0	0	0	0	1	0	0
ENSMUSG00000035923.5	Myf6	0	0	0	1	5	2	0	0
ENSMUSG00000035916.9	Ptprq	0	0	0	0	0	0	0	0
ENSMUSG00000091455.5	Otogl	0	0	0	0	1	0	0	0
ENSMUSG00000112910.2	Gm29685	0	0	0	0	0	0	0	0
ENSMUSG00000112401.2	Gm47999	0	0	0	0	0	0	0	0
ENSMUSG00000019907.11	Ppp1r12a	121	158	169	121	189	154	125	121
ENSMUSG00000035873.9	Pawr	4	4	1	2	2	0	0	8
ENSMUSG00000065653.3	Gm23105	0	0	0	0	0	0	0	0
ENSMUSG00000112532.2	Gm36283	0	0	0	0	0	0	0	0
ENSMUSG00002075138.1	Gm55527	0	0	0	0	0	0	0	0
ENSMUSG00000120482.1	ENSMUSG00000120482	0	0	0	0	0	4	0	0
ENSMUSG00000112065.2	Gm47466	0	0	0	0	0	0	0	0
ENSMUSG00000035864.15	Syt1	0	0	0	0	0	0	0	0
ENSMUSG00000112039.2	Brcc3dc	0	0	0	0	0	0	0	0
ENSMUSG00000111910.2	Gm47472	0	0	0	0	0	0	0	0
ENSMUSG00000112905.2	Gm47477	0	0	0	0	0	0	0	0
ENSMUSG00002075962.1	Gm55534	0	0	0	0	0	0	0	0
ENSMUSG00002075046.1	Gm55535	0	0	0	0	0	0	0	0
ENSMUSG00000065802.3	Gm23041	0	0	0	0	0	0	0	0
ENSMUSG00000112253.2	Gm47329	0	0	0	0	0	0	0	0
ENSMUSG00000112260.2	3110043J17Rik	0	0	0	0	0	0	0	0
ENSMUSG00000020181.19	Nav3	5	9	5	9	35	23	24	12
ENSMUSG00000102410.2	Gm36935	0	0	0	0	0	0	0	0
ENSMUSG00000112197.2	Gm47337	0	0	0	0	0	1	0	0
ENSMUSG00000112556.2	Gm47339	0	0	0	0	0	0	0	0
ENSMUSG00000112595.2	Gm47340	0	0	0	0	0	0	0	0
ENSMUSG00000112548.2	Gm47338	0	0	0	0	0	0	0	0
ENSMUSG00000111948.2	Gm47055	0	0	0	0	0	0	0	0
ENSMUSG00000112398.2	9230102K24Rik	0	0	0	0	0	0	0	0
ENSMUSG00000112872.2	Gm47058	0	0	0	0	0	0	0	0
ENSMUSG00000020185.17	E2f7	2	0	2	1	9	11	0	3
ENSMUSG00000101801.7	1700020G17Rik	0	0	0	0	0	0	0	0
ENSMUSG00000089461.3	Gm23698	0	0	0	0	0	0	0	0
ENSMUSG00000088447.3	Gm22186	0	0	0	0	0	0	0	0
ENSMUSG00000087718.3	Gm22236	0	0	0	0	0	0	0	0
ENSMUSG00000020186.8	Csrp2	98	117	128	114	84	129	83	112
ENSMUSG00000035798.15	Zdhhc17	1	12	10	8	7	6	10	5
ENSMUSG00000112165.2	Gm48851	0	0	0	0	0	0	0	0
ENSMUSG00000091086.3	Rpl6l	50.58	72.83	90.17	49.00	109.08	106.33	76.17	87.33
ENSMUSG00002075246.1	Gm55609	0	0	0	0	0	0	0	0
ENSMUSG00000120965.1	ENSMUSG00000120965	0	0	0	0	0	0	0	0
ENSMUSG00000111968.2	Gm8873	0	0	0	0	0	0	0	0
ENSMUSG00000020189.16	Osbpl8	17	13	30	17	50	56	24	21
ENSMUSG00000112642.2	Gm17849	0	0	0	0	0	0	0	0
ENSMUSG00000120983.1	ENSMUSG00000120983	5	2	4	1	2	3	5	4
ENSMUSG00000035759.5	Bbs10	3	7	5	5	6	8	4	8
ENSMUSG00000112246.2	Gm40761	0	0	2	2	3	11	3	6
ENSMUSG00000058799.17	Nap1l1	192.50	189	326	176.50	788.50	660.50	437.00	573
ENSMUSG00000087819.3	Gm25117	0	0	0	0	0	0	0	0
ENSMUSG00000111997.2	Gm5176	1	0	0	0	4	2	4	0
ENSMUSG00000020205.9	Phlda1	21	16.50	29	12	56	57	23	24.50
ENSMUSG00000100113.2	Gm28592	0	0.50	0	0	0.50	1	0	0
ENSMUSG00000097082.2	4933440J02Rik	0	0	0	0	0	0	0	0
ENSMUSG00000112249.3	Gm30262	0	0	0	0	0	0	0	0
ENSMUSG00000112357.2	Gm47864	0	0	0	0	0	0	0	0
ENSMUSG00000112430.3	Gm30624	0	0	0	0	0	0	0	0
ENSMUSG00000112137.2	Gm47865	0	0	0	0	0	0	0	0
ENSMUSG00000112706.2	Gm46193	0	0	0	0	0	0	0	0
ENSMUSG00000112802.2	Gm19005	0	0	0	0	0	0	0	0
ENSMUSG00000102180.2	Gm37189	0	0	0	0	0	0	0	0
ENSMUSG00000112321.2	Gm47866	0	0	0	0	0	0	0	0
ENSMUSG00000112533.2	Gm20758	0	0	0	0	0	0	0	0
ENSMUSG00000112628.2	Gm47880	0	0	0	0	0	0	0	0
ENSMUSG00000063334.17	Krr1	36.50	23	25	28.20	36.50	30	17	24.50
ENSMUSG00000056888.12	Glipr1	1.50	2	0.33	1	4	4.20	3	1.70
ENSMUSG00000110391.3	Gm7269	0	0	0	0	0	0	0	0
ENSMUSG00000020213.7	Glipr1l1	0	0	0	0	0	0	0	0
ENSMUSG00000020214.11	Glipr1l2	0	0	0	0	0	0	0	0
ENSMUSG00000090162.2	Gm6808	0.33	0	0	0	0	1	0	0
ENSMUSG00000089667.2	Gm15914	0	0	0	0	0	0	0	0
ENSMUSG00000112334.2	Gm48047	0	0	0	0	0	0	0	0
ENSMUSG00000112611.2	Glipr1l3	0	0	0	0	0	0	0	0
ENSMUSG00000035694.16	Caps2	0	0.20	0	0	0	0	0	0
ENSMUSG00000112564.2	Gm47419	0	0	0	0	0	0	0	0
ENSMUSG00000035681.8	Kcnc2	4	1	0	0	0	1	2	3
ENSMUSG00000112678.2	Gm47492	0	0	0	0	0	0	0	0
ENSMUSG00000100314.7	1700010J16Rik	0	0	0	0	0	0	0	0
ENSMUSG00000112722.2	Gm3942	0	0	0	0	0	0	0	0
ENSMUSG00000074748.4	Atxn7l3b	156.50	227.50	258	170.50	303.50	303	204.50	213.50
ENSMUSG00000097185.2	Gm26596	1.50	5.50	13	4.50	8.50	15	7.50	7.50
ENSMUSG00000064707.4	Gm22507	0	0	0	0	0	0	0	0
ENSMUSG00000112807.2	Gm47519	0	0	0	0	0	0	0	0
ENSMUSG00000111979.2	Gm47522	0	0	0	0	0	0	0	0
ENSMUSG00000112228.2	Gm47524	0	0	0	0	0	0	0	0
ENSMUSG00000112767.2	Gm47532	0	0	0	0	0	0	0	0
ENSMUSG00000112750.2	Gm47534	0	0	0	0	0	0	0	0
ENSMUSG00000112087.2	Gm40765	0	0	0	0	0	0	0	0
ENSMUSG00000112438.2	Gm40810	0	0	0	0	0	0	0	0
ENSMUSG00000112181.2	Gm47538	0	0	0	0	0	0	0	0
ENSMUSG00000104006.2	Gm38333	0	0	0	0	0	0	0	0
ENSMUSG00000112921.2	Gm48104	0	0	0	0	0	0	0	0
ENSMUSG00000104335.2	Gm38281	0	0	0	0	0	0	0	0
ENSMUSG00000050663.9	Trhde	0	0	2	0	1	7.00	0	0
ENSMUSG00000089934.2	4930473D10Rik	0	0	0	0	0	0	0	0
ENSMUSG00000084865.2	Gm15723	0	0	0	0	0	0	0	0
ENSMUSG00000111883.2	Gm31182	1	0	0	0	0	0	0	1
ENSMUSG00002075120.1	Gm55666	0	0	0	0	0	0	0	0
ENSMUSG00000112016.2	Gm31267	0	0	0	0	0	0	0	0
ENSMUSG00000119363.1	Gm22070	0	0	0	0	0	0	0	0
ENSMUSG00000006764.9	Tph2	0	0	0	0	32	18	5	19
ENSMUSG00000020130.10	Tbc1d15	98	87	119	95	59	77	56	78
ENSMUSG00002076231.1	Gm55668	0	0	0	0	0	0	0	0
ENSMUSG00000111964.2	Gm8942	0	0	0	6	1	1	4.20	0
ENSMUSG00000020132.11	Rab21	91	102	114	116.00	148	126	119	140.00
ENSMUSG00000112301.3	Gm10752	8	4	4	3	0	3	1	0
ENSMUSG00000069520.7	Tmem19	33	30	27	30	54	72	33	62
ENSMUSG00000020137.6	Thap2	29	22	13	18	15	22	31	36
ENSMUSG00000034163.11	Zfc3h1	84	57	67	53	91	84	59	62
ENSMUSG00000112822.2	A130012E19Rik	1	1	0	0	0	0	3	1
ENSMUSG00000020140.16	Lgr5	0	0	0	0	0	0	0	0
ENSMUSG00000092210.2	A930009A15Rik	0	0	0	0	0	0	0	0
ENSMUSG00000112099.2	Gm8960	96.75	74.40	81.28	68	119.28	79.10	57.20	64
ENSMUSG00000112513.2	4930422I22Rik	0	0	0	0	0	0	0	0
ENSMUSG00000034127.16	Tspan8	0	0	1	1	2	1	2	5
ENSMUSG00000020151.17	Ptprr	0	1	1	0	2	0	0	0
ENSMUSG00000074734.5	Taf7l2	0	0	0	0	0	0	0	0
ENSMUSG00000020154.11	Ptprb	52	49	43	37	79	58	40	35
ENSMUSG00000112461.2	Gm47625	0	4	1	2	12	1	0	2
ENSMUSG00000065086.3	Gm26495	0	0	2	0	0	0	0	0
ENSMUSG00000054934.11	Kcnmb4	1	0	1.00	0.50	0.50	0.50	0.50	0
ENSMUSG00000020164.8	Kcnmb4os1	0	0	0	0	0	0	0	0
ENSMUSG00000085837.9	Kcnmb4os2	0	0	0	0	0	0	0	0
ENSMUSG00000020166.16	Cnot2	60	35	69.00	52.50	59.50	44.50	24.50	54
ENSMUSG00000052291.10	5330438D12Rik	12	6	15	2	13	7	3	11
ENSMUSG00002076243.1	Gm55815	0	0	0	0	0	0	0	0
ENSMUSG00000112881.2	Gm49344	0	0	0	3	0	0	0	0
ENSMUSG00000111937.2	Gm46203	0	0	0	0	0.67	0	0	0
ENSMUSG00000112436.2	Gm48403	0	0	0	0	0	0	0	0
ENSMUSG00000097104.2	Gm26579	0	0	0	0	0	0	0	0
ENSMUSG00000100198.2	1700030O20Rik	0	0	0	0	0	0	0	0
ENSMUSG00000112924.2	4930579P08Rik	0	0	0	0	0	0	0	0
ENSMUSG00000034057.9	Myrfl	0	0	0	0	3	0	0	0
ENSMUSG00000064181.7	Rab3ip	67	73	83	103	39	51	50	40.00
ENSMUSG00000120959.1	ENSMUSG00000120959	0	0	0	0	0	0	0	0
ENSMUSG00000112627.3	4933412E12Rik	1	0	5	2	2	5	1	4
ENSMUSG00000031294.10	D630029K05Rik	0	0	0	0	0	0	0	2
ENSMUSG00000111966.2	Gm5781	14	20.33	20.33	24.00	22.33	23.00	17.67	29.00
ENSMUSG00000020169.5	Best3	0	0	0	0	0	0	0	0
ENSMUSG00000112242.2	Gm10747	0	0	0	0	0	0	0	0
ENSMUSG00000060187.5	Lrrc10	0	0	0	0	0	0	0	0
ENSMUSG00000034024.9	Cct2	121	156	166	148	195.50	168	155	161
ENSMUSG00000020170.5	Frs2	24	16	16	9	31.50	10	7	11
ENSMUSG00000112753.2	4930423D24Rik	0	0	0	0	0	0	0	0
ENSMUSG00002074987.1	Gm54625	0	0	0	0	0	0	0	0
ENSMUSG00000020171.9	Yeats4	80	71	70	88	90	91	64	99
ENSMUSG00000112462.2	Gm48772	2	0	0	0	0	0	0	0
ENSMUSG00000020177.13	9530003J23Rik	0	0	0	0	0	0	0	0
ENSMUSG00000078430.4	Gm10936	0	0	0	0	0	0	0	0
ENSMUSG00000069516.9	Lyz2	146.00	137	162	165.50	1963.50	946.50	697	1445.00
ENSMUSG00000069515.7	Lyz1	0	0	4	5.50	68.50	14.50	31	60
ENSMUSG00000055531.13	Cpsf6	60	34	55	26	57	41	36	32
ENSMUSG00000112728.2	Gm48903	0	0	0	0	0	0	0	0
ENSMUSG00000112796.3	Gm40770	0	0	3	0	0	0	0	0
ENSMUSG00000095826.2	Gm9002	0	0	0	0	0	0	0	0
ENSMUSG00000112344.2	Gm32141	0	0	0	0	0	0	0	0
ENSMUSG00000112399.2	Gm32235	0	0	0	0	0	0	0	0
ENSMUSG00000112081.2	Gm9004	0	0	0	0	0	0	0	0
ENSMUSG00000043800.12	Kifc5c-ps	0	0	0	0	0	0	0	0
ENSMUSG00000112476.2	Gm32365	0	0	0	0	0	0	0	0
ENSMUSG00000020183.12	Cpm	8	4	13	3	10	0	5	8
ENSMUSG00000118970.1	Gm25709	0	0	0.20	0	0.20	0	0	0
ENSMUSG00000020184.16	Mdm2	60.00	109.00	85	77	102.00	92	52	120
ENSMUSG00000120638.1	ENSMUSG00000120638	0	3	0	0	0	2	0	1
ENSMUSG00000060181.7	Slc35e3	8	7.50	9	11.50	18.50	8.50	12	10.50
ENSMUSG00000052798.14	Nup107	1	1	4	4	3	13	9	6
ENSMUSG00000112525.2	Gm47899	0	0	0	0	0	0	0	0
ENSMUSG00000052681.9	Rap1b	98.00	92.00	153	123	276	210.00	151	225.00
ENSMUSG00000112711.2	Gm32552	0	0	0.20	0	0	0	0	0
ENSMUSG00000112458.2	Gm40773	0	0	0	0	0	0	0	0
ENSMUSG00000112500.2	4933411E08Rik	0	0	0	0	0	0	0	0
ENSMUSG00000102896.2	Gm37852	0	0	0	0	0	0	0	0
ENSMUSG00000112470.2	5330439M10Rik	0	0	0	0	0	0	0	0
ENSMUSG00000020212.15	Mdm1	0	0	2	1	2	4	0	6
ENSMUSG00000112684.2	Gm47958	0	0	0	0	0	0	0	0
ENSMUSG00000074695.4	Il22	0	0	0	0	0	0	0	0
ENSMUSG00000112002.2	Gm9585	0	0	0	0	0	0	0	0
ENSMUSG00000112216.2	Gm32717	1.40	0.60	1.20	1.00	1.00	1.40	1.00	1.40
